WKT,id,lat,lon
POINT (111.872984470483 -3.29325897563446),436,-3.29,111.872984
POINT (111.872984470483 -3.29325897563446),437,-3.29,111.872984
POINT (112.108896216953 -3.08227682504356),438,-3.08,112.108896
POINT (112.108896216953 -3.08227682504356),439,-3.08,112.108896
POINT (111.834541567874 -3.44838927203542),440,-3.45,111.834541
POINT (111.834541567874 -3.44838927203542),441,-3.45,111.834541
POINT (112.058152616173 -3.34200360131376),442,-3.34,112.058152
POINT (112.058152616173 -3.34200360131376),443,-3.34,112.058152
POINT (112.06402523317 -3.05170343301636),444,-3.05,112.064025
POINT (112.06402523317 -3.05170343301636),445,-3.05,112.064025
POINT (111.913231539984 -3.19258759056293),446,-3.19,111.913231
POINT (111.913231539984 -3.19258759056293),447,-3.19,111.913231
POINT (111.938559793189 -3.13984160257885),448,-3.14,111.938559
POINT (111.938559793189 -3.13984160257885),449,-3.14,111.938559
POINT (112.108920682832 -3.31286431890512),450,-3.31,112.10892
POINT (112.108920682832 -3.31286431890512),451,-3.31,112.10892
POINT (111.922787417202 -3.44223212948128),452,-3.44,111.922787
POINT (111.922787417202 -3.44223212948128),453,-3.44,111.922787
POINT (112.025014163913 -3.32742824844602),454,-3.33,112.025014
POINT (112.025014163913 -3.32742824844602),455,-3.33,112.025014
POINT (112.04569460638 -3.07511150735043),456,-3.08,112.045694
POINT (112.04569460638 -3.07511150735043),457,-3.08,112.045694
POINT (111.721368724612 -2.8100609476052),458,-2.81,111.721368
POINT (111.721368724612 -2.8100609476052),459,-2.81,111.721368
POINT (112.09402644301 -3.21595342471812),460,-3.22,112.094026
POINT (112.09402644301 -3.21595342471812),461,-3.22,112.094026
POINT (112.114189403986 -3.23362147019637),462,-3.23,112.114189
POINT (112.114189403986 -3.23362147019637),463,-3.23,112.114189
POINT (112.015343904445 -3.37472627039486),464,-3.38,112.015343
POINT (112.015343904445 -3.37472627039486),465,-3.38,112.015343
POINT (111.877504196636 -3.27835227818877),466,-3.28,111.877504
POINT (111.877504196636 -3.27835227818877),467,-3.28,111.877504
POINT (111.932534419204 -2.90529561669735),468,-2.91,111.932534
POINT (111.932534419204 -2.90529561669735),469,-2.91,111.932534
POINT (112.149651691601 -3.13231192584627),470,-3.13,112.149651
POINT (112.149651691601 -3.13231192584627),471,-3.13,112.149651
POINT (112.04734053531 -2.77128667471483),472,-2.77,112.04734
POINT (112.04734053531 -2.77128667471483),473,-2.77,112.04734
POINT (112.205795225145 -3.20466354653139),474,-3.21,112.205795
POINT (112.205795225145 -3.20466354653139),475,-3.21,112.205795
POINT (111.948113847028 -2.97843197534584),476,-2.98,111.948113
POINT (111.948113847028 -2.97843197534584),477,-2.98,111.948113
POINT (111.97709392004 -3.43056103243886),478,-3.43,111.977093
POINT (111.97709392004 -3.43056103243886),479,-3.43,111.977093
POINT (111.821044115911 -2.98631803238299),480,-2.99,111.821044
POINT (111.821044115911 -2.98631803238299),481,-2.99,111.821044
POINT (112.034778437642 -3.22491313793337),482,-3.23,112.034778
POINT (112.034778437642 -3.22491313793337),483,-3.23,112.034778
POINT (112.093029444789 -3.04138401477815),484,-3.04,112.093029
POINT (112.093029444789 -3.04138401477815),485,-3.04,112.093029
POINT (112.141628770101 -2.97968683601655),486,-2.98,112.141628
POINT (112.141628770101 -2.97968683601655),487,-2.98,112.141628
POINT (112.105160215964 -3.03065350716882),488,-3.03,112.10516
POINT (112.105160215964 -3.03065350716882),489,-3.03,112.10516
POINT (111.927476831643 -2.83971142922615),490,-2.84,111.927476
POINT (111.927476831643 -2.83971142922615),491,-2.84,111.927476
POINT (111.903872921966 -3.25588576355845),492,-3.26,111.903872
POINT (111.903872921966 -3.25588576355845),493,-3.26,111.903872
POINT (112.008461277312 -3.25944292709005),494,-3.26,112.008461
POINT (112.008461277312 -3.25944292709005),495,-3.26,112.008461
POINT (111.954663568036 -2.88081098760735),496,-2.88,111.954663
POINT (111.954663568036 -2.88081098760735),497,-2.88,111.954663
POINT (111.9614200045 -3.19184642430781),498,-3.19,111.96142
POINT (111.9614200045 -3.19184642430781),499,-3.19,111.96142
POINT (112.060910988042 -2.68984263004111),500,-2.69,112.06091
POINT (112.060910988042 -2.68984263004111),501,-2.69,112.06091
POINT (112.095995905033 -3.23888905867164),502,-3.24,112.095995
POINT (112.095995905033 -3.23888905867164),503,-3.24,112.095995
POINT (111.992145265484 -3.27206610911801),504,-3.27,111.992145
POINT (111.992145265484 -3.27206610911801),505,-3.27,111.992145
POINT (112.050999130975 -2.9748850542391),506,-2.98,112.050999
POINT (112.050999130975 -2.9748850542391),507,-2.98,112.050999
POINT (111.963417848856 -3.47029934149513),508,-3.47,111.963417
POINT (111.963417848856 -3.47029934149513),509,-3.47,111.963417
POINT (111.8760811847 -2.88238817327611),510,-2.88,111.876081
POINT (111.8760811847 -2.88238817327611),511,-2.88,111.876081
POINT (112.063471127654 -3.10085753686074),512,-3.10,112.063471
POINT (112.063471127654 -3.10085753686074),513,-3.10,112.063471
POINT (112.122909024777 -3.32090327721078),514,-3.32,112.122909
POINT (112.122909024777 -3.32090327721078),515,-3.32,112.122909
POINT (112.072801479249 -3.01326258375656),516,-3.01,112.072801
POINT (112.072801479249 -3.01326258375656),517,-3.01,112.072801
POINT (111.882576944669 -3.27766028883307),518,-3.28,111.882576
POINT (111.882576944669 -3.27766028883307),519,-3.28,111.882576
POINT (111.903119677372 -3.28913646051414),520,-3.29,111.903119
POINT (111.903119677372 -3.28913646051414),521,-3.29,111.903119
POINT (111.860199269115 -3.42312955864927),522,-3.42,111.860199
POINT (111.860199269115 -3.42312955864927),523,-3.42,111.860199
POINT (112.108231154946 -2.97603349655675),524,-2.98,112.108231
POINT (112.108231154946 -2.97603349655675),525,-2.98,112.108231
POINT (112.055958797176 -3.05418379475382),526,-3.05,112.055958
POINT (112.055958797176 -3.05418379475382),527,-3.05,112.055958
POINT (112.023447793609 -3.02457311778591),528,-3.03,112.023447
POINT (112.023447793609 -3.02457311778591),529,-3.03,112.023447
POINT (111.865085665817 -2.96104290481405),530,-2.96,111.865085
POINT (111.865085665817 -2.96104290481405),531,-2.96,111.865085
POINT (112.058767487327 -3.09587323358276),532,-3.10,112.058767
POINT (112.058767487327 -3.09587323358276),533,-3.10,112.058767
POINT (111.896917751581 -2.72862306263588),534,-2.73,111.896917
POINT (111.896917751581 -2.72862306263588),535,-2.73,111.896917
POINT (112.164630916828 -3.13954241431935),536,-3.14,112.16463
POINT (112.164630916828 -3.13954241431935),537,-3.14,112.16463
POINT (111.947069033761 -3.17724225408053),538,-3.18,111.947069
POINT (111.947069033761 -3.17724225408053),539,-3.18,111.947069
POINT (111.807623002218 -2.97811247505869),540,-2.98,111.807623
POINT (111.807623002218 -2.97811247505869),541,-2.98,111.807623
POINT (111.954743549117 -2.88811475376433),542,-2.89,111.954743
POINT (111.954743549117 -2.88811475376433),543,-2.89,111.954743
POINT (111.973028072503 -2.79035942653704),544,-2.79,111.973028
POINT (111.973028072503 -2.79035942653704),545,-2.79,111.973028
POINT (112.042643403404 -2.74200396317694),546,-2.74,112.042643
POINT (112.042643403404 -2.74200396317694),547,-2.74,112.042643
POINT (112.159419525953 -3.12654053141119),548,-3.13,112.159419
POINT (112.159419525953 -3.12654053141119),549,-3.13,112.159419
POINT (112.11902475881 -3.04970959111386),550,-3.05,112.119024
POINT (112.11902475881 -3.04970959111386),551,-3.05,112.119024
POINT (112.113328470755 -2.78163980824488),552,-2.78,112.113328
POINT (112.113328470755 -2.78163980824488),553,-2.78,112.113328
POINT (112.124548936429 -2.85942423157949),554,-2.86,112.124548
POINT (112.124548936429 -2.85942423157949),555,-2.86,112.124548
POINT (112.009395494224 -3.09490994271851),556,-3.10,112.009395
POINT (112.009395494224 -3.09490994271851),557,-3.10,112.009395
POINT (111.874417190387 -2.97343599275291),558,-2.97,111.874417
POINT (111.874417190387 -2.97343599275291),559,-2.97,111.874417
POINT (111.84942868594 -3.28850869430294),560,-3.29,111.849428
POINT (111.84942868594 -3.28850869430294),561,-3.29,111.849428
POINT (112.086923284933 -2.87575255097787),562,-2.88,112.086923
POINT (112.086923284933 -2.87575255097787),563,-2.88,112.086923
POINT (111.897550003777 -2.95898364602386),564,-2.96,111.89755
POINT (111.897550003777 -2.95898364602386),565,-2.96,111.89755
POINT (111.9056863683 -3.18568672566102),566,-3.19,111.905686
POINT (111.9056863683 -3.18568672566102),567,-3.19,111.905686
POINT (112.072551326751 -3.12334832668498),568,-3.12,112.072551
POINT (112.072551326751 -3.12334832668498),569,-3.12,112.072551
POINT (112.039393123687 -2.9719636060465),570,-2.97,112.039393
POINT (112.039393123687 -2.9719636060465),571,-2.97,112.039393
POINT (112.009419985805 -2.70928115509666),572,-2.71,112.009419
POINT (112.009419985805 -2.70928115509666),573,-2.71,112.009419
POINT (111.918687927466 -3.48035940727555),574,-3.48,111.918687
POINT (111.918687927466 -3.48035940727555),575,-3.48,111.918687
POINT (111.863817174145 -3.36302062118223),576,-3.36,111.863817
POINT (111.863817174145 -3.36302062118223),577,-3.36,111.863817
POINT (112.083143734112 -2.92870220368517),578,-2.93,112.083143
POINT (112.083143734112 -2.92870220368517),579,-2.93,112.083143
POINT (111.99535295287 -3.07977422488048),580,-3.08,111.995352
POINT (111.99535295287 -3.07977422488048),581,-3.08,111.995352
POINT (112.035264662353 -2.79286548251797),582,-2.79,112.035264
POINT (112.035264662353 -2.79286548251797),583,-2.79,112.035264
POINT (111.885153872502 -3.29695035904055),584,-3.30,111.885153
POINT (111.885153872502 -3.29695035904055),585,-3.30,111.885153
POINT (111.969496504247 -2.67964532581904),586,-2.68,111.969496
POINT (111.969496504247 -2.67964532581904),587,-2.68,111.969496
POINT (112.08618569548 -2.86067385471328),588,-2.86,112.086185
POINT (112.08618569548 -2.86067385471328),589,-2.86,112.086185
POINT (112.013286923188 -2.80107805035879),590,-2.80,112.013286
POINT (112.013286923188 -2.80107805035879),591,-2.80,112.013286
POINT (111.87485495803 -3.27897636824139),592,-3.28,111.874854
POINT (111.87485495803 -3.27897636824139),593,-3.28,111.874854
POINT (112.117441919353 -3.34727994061004),594,-3.35,112.117441
POINT (112.117441919353 -3.34727994061004),595,-3.35,112.117441
POINT (111.919198706849 -2.69205594669474),596,-2.69,111.919198
POINT (111.919198706849 -2.69205594669474),597,-2.69,111.919198
POINT (112.096280405883 -2.90273029230143),598,-2.90,112.09628
POINT (112.096280405883 -2.90273029230143),599,-2.90,112.09628
POINT (112.06197429495 -3.25525265537771),600,-3.26,112.061974
POINT (112.06197429495 -3.25525265537771),601,-3.26,112.061974
POINT (112.15659436752 -3.18413548698656),602,-3.18,112.156594
POINT (112.15659436752 -3.18413548698656),603,-3.18,112.156594
POINT (111.912585698191 -2.82255016625761),604,-2.82,111.912585
POINT (111.912585698191 -2.82255016625761),605,-2.82,111.912585
POINT (111.865371519054 -3.47599303315664),606,-3.48,111.865371
POINT (111.865371519054 -3.47599303315664),607,-3.48,111.865371
POINT (111.794411565451 -2.87904781342907),608,-2.88,111.794411
POINT (111.794411565451 -2.87904781342907),609,-2.88,111.794411
POINT (111.880683155509 -2.95031481428168),610,-2.95,111.880683
POINT (111.880683155509 -2.95031481428168),611,-2.95,111.880683
POINT (111.986765428646 -3.16494335114888),612,-3.17,111.986765
POINT (111.986765428646 -3.16494335114888),613,-3.17,111.986765
POINT (112.149516250751 -3.26395636537892),614,-3.26,112.149516
POINT (112.149516250751 -3.26395636537892),615,-3.26,112.149516
POINT (111.954471079326 -2.90090154423941),616,-2.90,111.954471
POINT (111.954471079326 -2.90090154423941),617,-2.90,111.954471
POINT (112.181703072269 -3.01438819274298),618,-3.01,112.181703
POINT (112.181703072269 -3.01438819274298),619,-3.01,112.181703
POINT (112.224530842793 -3.13761719202499),620,-3.14,112.22453
POINT (112.224530842793 -3.13761719202499),621,-3.14,112.22453
POINT (111.922074838053 -2.96207875114657),622,-2.96,111.922074
POINT (111.922074838053 -2.96207875114657),623,-2.96,111.922074
POINT (111.969688243863 -3.31620130891258),624,-3.32,111.969688
POINT (111.969688243863 -3.31620130891258),625,-3.32,111.969688
POINT (112.144002818079 -2.81798563632078),626,-2.82,112.144002
POINT (112.144002818079 -2.81798563632078),627,-2.82,112.144002
POINT (111.967612971103 -3.0176089588044),628,-3.02,111.967612
POINT (111.967612971103 -3.0176089588044),629,-3.02,111.967612
POINT (112.014674404514 -3.02097441871739),630,-3.02,112.014674
POINT (112.014674404514 -3.02097441871739),631,-3.02,112.014674
POINT (111.928685138754 -3.04443703439618),632,-3.04,111.928685
POINT (111.928685138754 -3.04443703439618),633,-3.04,111.928685
POINT (111.853137798245 -3.36000089904596),634,-3.36,111.853137
POINT (111.853137798245 -3.36000089904596),635,-3.36,111.853137
POINT (112.160497061711 -3.25069447114383),636,-3.25,112.160497
POINT (112.160497061711 -3.25069447114383),637,-3.25,112.160497
POINT (112.118204427014 -3.1946007370018),638,-3.20,112.118204
POINT (112.118204427014 -3.1946007370018),639,-3.20,112.118204
POINT (111.838745102736 -2.84965942278909),640,-2.85,111.838745
POINT (111.838745102736 -2.84965942278909),641,-2.85,111.838745
POINT (112.136239506568 -3.16802549073951),642,-3.17,112.136239
POINT (112.136239506568 -3.16802549073951),643,-3.17,112.136239
POINT (111.985668087838 -2.69720447590198),644,-2.70,111.985668
POINT (111.985668087838 -2.69720447590198),645,-2.70,111.985668
POINT (111.958977222807 -3.09154350116426),646,-3.09,111.958977
POINT (111.958977222807 -3.09154350116426),647,-3.09,111.958977
POINT (111.902148189448 -3.34514536478886),648,-3.35,111.902148
POINT (111.902148189448 -3.34514536478886),649,-3.35,111.902148
POINT (112.176703147877 -2.99642875674896),650,-3.00,112.176703
POINT (112.176703147877 -2.99642875674896),651,-3.00,112.176703
POINT (112.105160754908 -2.89043351306452),652,-2.89,112.10516
POINT (112.105160754908 -2.89043351306452),653,-2.89,112.10516
POINT (111.958060549228 -3.03099957609057),654,-3.03,111.95806
POINT (111.958060549228 -3.03099957609057),655,-3.03,111.95806
POINT (111.972891415823 -3.10014570441693),656,-3.10,111.972891
POINT (111.972891415823 -3.10014570441693),657,-3.10,111.972891
POINT (111.860463235692 -2.90549615445809),658,-2.91,111.860463
POINT (111.860463235692 -2.90549615445809),659,-2.91,111.860463
POINT (112.01793532288 -3.40728119293434),660,-3.41,112.017935
POINT (112.01793532288 -3.40728119293434),661,-3.41,112.017935
POINT (111.944256577994 -3.18314131654867),662,-3.18,111.944256
POINT (111.944256577994 -3.18314131654867),663,-3.18,111.944256
POINT (111.900579080364 -3.07101007216038),664,-3.07,111.900579
POINT (111.900579080364 -3.07101007216038),665,-3.07,111.900579
POINT (112.116078457124 -3.05008049342888),666,-3.05,112.116078
POINT (112.116078457124 -3.05008049342888),667,-3.05,112.116078
POINT (111.931661201349 -3.35582882276201),668,-3.36,111.931661
POINT (111.931661201349 -3.35582882276201),669,-3.36,111.931661
POINT (112.158920113279 -2.85604826987081),670,-2.86,112.15892
POINT (112.158920113279 -2.85604826987081),671,-2.86,112.15892
POINT (112.038388708874 -3.1421797941709),672,-3.14,112.038388
POINT (112.038388708874 -3.1421797941709),673,-3.14,112.038388
POINT (111.959184520446 -3.01995885323402),674,-3.02,111.959184
POINT (111.959184520446 -3.01995885323402),675,-3.02,111.959184
POINT (111.88555638328 -3.12722773699933),676,-3.13,111.885556
POINT (111.88555638328 -3.12722773699933),677,-3.13,111.885556
POINT (112.009213220906 -3.3024245834421),678,-3.30,112.009213
POINT (112.009213220906 -3.3024245834421),679,-3.30,112.009213
POINT (112.010821528689 -2.70372820671849),680,-2.70,112.010821
POINT (112.010821528689 -2.70372820671849),681,-2.70,112.010821
POINT (111.803614473883 -2.83011106754473),682,-2.83,111.803614
POINT (111.803614473883 -2.83011106754473),683,-2.83,111.803614
POINT (111.86786587182 -3.43748157366505),684,-3.44,111.867865
POINT (111.86786587182 -3.43748157366505),685,-3.44,111.867865
POINT (111.977996027971 -3.33430200311652),686,-3.33,111.977996
POINT (111.977996027971 -3.33430200311652),687,-3.33,111.977996
POINT (112.197999111915 -3.00134679502256),688,-3.00,112.197999
POINT (112.197999111915 -3.00134679502256),689,-3.00,112.197999
POINT (111.890144974488 -3.47363345180508),690,-3.47,111.890144
POINT (111.890144974488 -3.47363345180508),691,-3.47,111.890144
POINT (112.006580682096 -2.99900135651001),692,-3.00,112.00658
POINT (112.006580682096 -2.99900135651001),693,-3.00,112.00658
POINT (111.906820410796 -3.50895755071526),694,-3.51,111.90682
POINT (111.906820410796 -3.50895755071526),695,-3.51,111.90682
POINT (112.087778979011 -2.86150726862473),696,-2.86,112.087778
POINT (112.087778979011 -2.86150726862473),697,-2.86,112.087778
POINT (111.993279597994 -3.30651559560608),698,-3.31,111.993279
POINT (111.993279597994 -3.30651559560608),699,-3.31,111.993279
POINT (111.893442919151 -3.23136558803125),700,-3.23,111.893442
POINT (111.893442919151 -3.23136558803125),701,-3.23,111.893442
POINT (112.037154726576 -3.22646645845022),702,-3.23,112.037154
POINT (112.037154726576 -3.22646645845022),703,-3.23,112.037154
POINT (112.160158501216 -3.21102725115557),704,-3.21,112.160158
POINT (112.160158501216 -3.21102725115557),705,-3.21,112.160158
POINT (112.152982840054 -3.3408429252874),706,-3.34,112.152982
POINT (112.152982840054 -3.3408429252874),707,-3.34,112.152982
POINT (111.960418159343 -2.95508505728119),708,-2.96,111.960418
POINT (111.960418159343 -2.95508505728119),709,-2.96,111.960418
POINT (111.97502313305 -2.63538963038464),710,-2.64,111.975023
POINT (111.97502313305 -2.63538963038464),711,-2.64,111.975023
POINT (111.832928813895 -2.98434139844551),712,-2.98,111.832928
POINT (111.832928813895 -2.98434139844551),713,-2.98,111.832928
POINT (112.098506649044 -2.80248814766301),714,-2.80,112.098506
POINT (112.098506649044 -2.80248814766301),715,-2.80,112.098506
POINT (111.832057767392 -3.08693913292194),716,-3.09,111.832057
POINT (111.832057767392 -3.08693913292194),717,-3.09,111.832057
POINT (111.992523146877 -2.71770568613594),718,-2.72,111.992523
POINT (111.992523146877 -2.71770568613594),719,-2.72,111.992523
POINT (112.008509822346 -3.04967144013597),720,-3.05,112.008509
POINT (112.008509822346 -3.04967144013597),721,-3.05,112.008509
POINT (112.058087475647 -2.90589811511017),722,-2.91,112.058087
POINT (112.058087475647 -2.90589811511017),723,-2.91,112.058087
POINT (111.985288193436 -2.66510488298379),724,-2.67,111.985288
POINT (111.985288193436 -2.66510488298379),725,-2.67,111.985288
POINT (112.064203805969 -3.11194975091488),726,-3.11,112.064203
POINT (112.064203805969 -3.11194975091488),727,-3.11,112.064203
POINT (111.970216951088 -3.17271354393863),728,-3.17,111.970216
POINT (111.970216951088 -3.17271354393863),729,-3.17,111.970216
POINT (111.994118024283 -2.94768482966118),730,-2.95,111.994118
POINT (111.994118024283 -2.94768482966118),731,-2.95,111.994118
POINT (112.066416885841 -3.31645663920793),732,-3.32,112.066416
POINT (112.066416885841 -3.31645663920793),733,-3.32,112.066416
POINT (111.936351890234 -3.38291516962742),734,-3.38,111.936351
POINT (111.936351890234 -3.38291516962742),735,-3.38,111.936351
POINT (111.902045631733 -3.26277338336233),736,-3.26,111.902045
POINT (111.902045631733 -3.26277338336233),737,-3.26,111.902045
POINT (112.132788671638 -3.29982540743793),738,-3.30,112.132788
POINT (112.132788671638 -3.29982540743793),739,-3.30,112.132788
POINT (112.12441459824 -3.0480990924775),740,-3.05,112.124414
POINT (112.12441459824 -3.0480990924775),741,-3.05,112.124414
POINT (112.065482015786 -2.92232827677276),742,-2.92,112.065482
POINT (112.065482015786 -2.92232827677276),743,-2.92,112.065482
POINT (112.224162315502 -3.15204918061978),744,-3.15,112.224162
POINT (112.224162315502 -3.15204918061978),745,-3.15,112.224162
POINT (112.101625016039 -3.17104372051602),746,-3.17,112.101625
POINT (112.101625016039 -3.17104372051602),747,-3.17,112.101625
POINT (112.087920223036 -3.1952858442156),748,-3.20,112.08792
POINT (112.087920223036 -3.1952858442156),749,-3.20,112.08792
POINT (112.071867000632 -3.05612543653887),750,-3.06,112.071867
POINT (112.071867000632 -3.05612543653887),751,-3.06,112.071867
POINT (112.083866551503 -3.32681505344596),752,-3.33,112.083866
POINT (112.083866551503 -3.32681505344596),753,-3.33,112.083866
POINT (111.847343676566 -3.51669266370107),754,-3.52,111.847343
POINT (111.847343676566 -3.51669266370107),755,-3.52,111.847343
POINT (112.078351310242 -3.11057097099754),756,-3.11,112.078351
POINT (112.078351310242 -3.11057097099754),757,-3.11,112.078351
POINT (112.001256771338 -3.20541435375842),758,-3.21,112.001256
POINT (112.001256771338 -3.20541435375842),759,-3.21,112.001256
POINT (111.828350926503 -3.18824270483097),760,-3.19,111.82835
POINT (111.828350926503 -3.18824270483097),761,-3.19,111.82835
POINT (111.945021563018 -3.22123464466851),762,-3.22,111.945021
POINT (111.945021563018 -3.22123464466851),763,-3.22,111.945021
POINT (112.037369547366 -3.27727657466033),764,-3.28,112.037369
POINT (112.037369547366 -3.27727657466033),765,-3.28,112.037369
POINT (112.11723387465 -2.9476079563145),766,-2.95,112.117233
POINT (112.11723387465 -2.9476079563145),767,-2.95,112.117233
POINT (112.173311685427 -3.02064720963),768,-3.02,112.173311
POINT (112.173311685427 -3.02064720963),769,-3.02,112.173311
POINT (112.107318348696 -3.1193433267256),770,-3.12,112.107318
POINT (112.107318348696 -3.1193433267256),771,-3.12,112.107318
POINT (111.848290103798 -3.35488043620542),772,-3.36,111.84829
POINT (111.848290103798 -3.35488043620542),773,-3.36,111.84829
POINT (112.036046139824 -2.80446404731549),774,-2.80,112.036046
POINT (112.036046139824 -2.80446404731549),775,-2.80,112.036046
POINT (111.900701039718 -2.91926836708782),776,-2.92,111.900701
POINT (111.900701039718 -2.91926836708782),777,-2.92,111.900701
POINT (111.910778131096 -2.80290422546175),778,-2.80,111.910778
POINT (111.910778131096 -2.80290422546175),779,-2.80,111.910778
POINT (111.925593399158 -2.87432181943829),780,-2.87,111.925593
POINT (111.925593399158 -2.87432181943829),781,-2.87,111.925593
POINT (112.223611127525 -3.18490922619953),782,-3.19,112.223611
POINT (112.223611127525 -3.18490922619953),783,-3.19,112.223611
POINT (111.968875162288 -2.69577529641892),784,-2.70,111.968875
POINT (111.968875162288 -2.69577529641892),785,-2.70,111.968875
POINT (111.80813049308 -2.88754364796603),786,-2.89,111.80813
POINT (111.80813049308 -2.88754364796603),787,-2.89,111.80813
POINT (112.161073585921 -2.93173906331304),788,-2.93,112.161073
POINT (112.161073585921 -2.93173906331304),789,-2.93,112.161073
POINT (111.905667735653 -2.82408583954893),790,-2.82,111.905667
POINT (111.905667735653 -2.82408583954893),791,-2.82,111.905667
POINT (111.983559349723 -2.858351087023),792,-2.86,111.983559
POINT (111.983559349723 -2.858351087023),793,-2.86,111.983559
POINT (112.051114114768 -3.25999088088301),794,-3.26,112.051114
POINT (112.051114114768 -3.25999088088301),795,-3.26,112.051114
POINT (112.100701006255 -3.18770380856122),796,-3.19,112.100701
POINT (112.100701006255 -3.18770380856122),797,-3.19,112.100701
POINT (111.909644164406 -3.38911295896414),798,-3.39,111.909644
POINT (111.909644164406 -3.38911295896414),799,-3.39,111.909644
POINT (112.137501559837 -3.2458616045856),800,-3.25,112.137501
POINT (112.137501559837 -3.2458616045856),801,-3.25,112.137501
POINT (112.14676101197 -3.20754439918074),802,-3.21,112.146761
POINT (112.14676101197 -3.20754439918074),803,-3.21,112.146761
POINT (112.17878799169 -3.10245953976713),804,-3.10,112.178787
POINT (112.17878799169 -3.10245953976713),805,-3.10,112.178787
POINT (112.085745935104 -3.26253917694706),806,-3.26,112.085745
POINT (112.085745935104 -3.26253917694706),807,-3.26,112.085745
POINT (112.091611673603 -2.84686427881606),808,-2.85,112.091611
POINT (112.091611673603 -2.84686427881606),809,-2.85,112.091611
POINT (112.136237040739 -2.98444151543444),810,-2.98,112.136237
POINT (112.136237040739 -2.98444151543444),811,-2.98,112.136237
POINT (111.856121995461 -2.88165653238872),812,-2.88,111.856121
POINT (111.856121995461 -2.88165653238872),813,-2.88,111.856121
POINT (112.081277914548 -3.10430781262394),814,-3.10,112.081277
POINT (112.081277914548 -3.10430781262394),815,-3.10,112.081277
POINT (111.785092199266 -2.90839229449668),816,-2.91,111.785092
POINT (111.785092199266 -2.90839229449668),817,-2.91,111.785092
POINT (111.759502980248 -2.89495580015053),818,-2.90,111.759502
POINT (111.759502980248 -2.89495580015053),819,-2.90,111.759502
POINT (112.026390533611 -3.14622332527473),820,-3.15,112.02639
POINT (112.026390533611 -3.14622332527473),821,-3.15,112.02639
POINT (112.115922137635 -3.15647007561232),822,-3.16,112.115922
POINT (112.115922137635 -3.15647007561232),823,-3.16,112.115922
POINT (111.900058203291 -2.71508133930756),824,-2.72,111.900058
POINT (111.900058203291 -2.71508133930756),825,-2.72,111.900058
POINT (111.967236720489 -2.86989300656974),826,-2.87,111.967236
POINT (111.967236720489 -2.86989300656974),827,-2.87,111.967236
POINT (112.13193014434 -3.25842270278291),828,-3.26,112.13193
POINT (112.13193014434 -3.25842270278291),829,-3.26,112.13193
POINT (112.040691996063 -2.9243902437455),830,-2.92,112.040691
POINT (112.040691996063 -2.9243902437455),831,-2.92,112.040691
POINT (112.026670292099 -2.8578327301335),832,-2.86,112.02667
POINT (112.026670292099 -2.8578327301335),833,-2.86,112.02667
POINT (111.997142111093 -2.92088936718089),834,-2.92,111.997142
POINT (111.997142111093 -2.92088936718089),835,-2.92,111.997142
POINT (112.018745490768 -3.0565856146174),836,-3.06,112.018745
POINT (112.018745490768 -3.0565856146174),837,-3.06,112.018745
POINT (112.208223554621 -3.12315310209395),838,-3.12,112.208223
POINT (112.208223554621 -3.12315310209395),839,-3.12,112.208223
POINT (111.897869337841 -3.20545358057989),840,-3.21,111.897869
POINT (111.897869337841 -3.20545358057989),841,-3.21,111.897869
POINT (111.969341102724 -2.91425158722051),842,-2.91,111.969341
POINT (111.969341102724 -2.91425158722051),843,-2.91,111.969341
POINT (111.907910494216 -3.44059648692408),844,-3.44,111.90791
POINT (111.907910494216 -3.44059648692408),845,-3.44,111.90791
POINT (111.862481869946 -3.06991789586461),846,-3.07,111.862481
POINT (111.862481869946 -3.06991789586461),847,-3.07,111.862481
POINT (111.986300481813 -2.69317456259473),848,-2.69,111.9863
POINT (111.986300481813 -2.69317456259473),849,-2.69,111.9863
POINT (112.039549174135 -3.26627328548343),850,-3.27,112.039549
POINT (112.039549174135 -3.26627328548343),851,-3.27,112.039549
POINT (112.019312909775 -3.2136254510843),852,-3.21,112.019312
POINT (112.019312909775 -3.2136254510843),853,-3.21,112.019312
POINT (111.88873917143 -2.78762761392598),854,-2.79,111.888739
POINT (111.88873917143 -2.78762761392598),855,-2.79,111.888739
POINT (112.118082001192 -3.30807029026732),856,-3.31,112.118082
POINT (112.118082001192 -3.30807029026732),857,-3.31,112.118082
POINT (111.959312339069 -3.40715303691776),858,-3.41,111.959312
POINT (111.959312339069 -3.40715303691776),859,-3.41,111.959312
POINT (112.00355183274 -3.03173622697925),860,-3.03,112.003551
POINT (112.00355183274 -3.03173622697925),861,-3.03,112.003551
POINT (112.030394499298 -3.03783490189499),862,-3.04,112.030394
POINT (112.030394499298 -3.03783490189499),863,-3.04,112.030394
POINT (111.922117782458 -3.28602863642775),864,-3.29,111.922117
POINT (111.922117782458 -3.28602863642775),865,-3.29,111.922117
POINT (111.932000453926 -3.41908005742502),866,-3.42,111.932
POINT (111.932000453926 -3.41908005742502),867,-3.42,111.932
POINT (111.999356842882 -3.043679734763),868,-3.04,111.999356
POINT (111.999356842882 -3.043679734763),869,-3.04,111.999356
POINT (111.838713505733 -3.00286275111125),870,-3.00,111.838713
POINT (111.838713505733 -3.00286275111125),871,-3.00,111.838713
POINT (112.047233665486 -3.26919104122585),872,-3.27,112.047233
